Timestamp,Latitude,Longitude,PM2.5,NO2,Traffic_Level,Vehicle_Count,Congestion_Index,Temperature,Humidity,Wind_Speed
2024-01-01 00:00:00,37.77986714153011,-122.4207826430117,19.872325875384277,10.0,3,79,64.78926938470374,21.7470355738754,74.66467267182654,2.556711440444408
2024-01-01 01:00:00,37.78137688538101,-122.40416970143592,27.832219939267233,22.792299784409963,2,313,67.28361409683565,18.108760920079803,51.22296215514501,0.7251384749270979
2024-01-01 02:00:00,37.77255846625277,-122.42174136956949,18.11370118500058,31.727889331567113,5,147,36.92977601333919,8.73198241519177,47.19380508178887,4.782630157725148
2024-01-01 03:00:00,37.79069212815508,-122.41172565270847,25.380577055414395,77.7537531468038,5,362,66.85412037396901,19.010826888539462,49.48810880265117,7.12823210751241
2024-01-01 04:00:00,37.770205256140656,-122.41397439956414,5.0,51.13106249067516,1,416,68.66836965916576,19.329850839085353,34.32846409447869,-0.16351520515054752
2024-01-01 05:00:00,37.77026582307188,-122.4240572975357,33.19940561059408,13.290368618002173,1,378,14.781271267382827,17.278265286260783,66.5789766957646,3.3349582541920064
2024-01-01 06:00:00,37.777319622715666,-122.43853280244657,30.018082130433363,49.72072578835274,3,164,55.86961905747934,19.48327426479209,42.54035835715344,5.263070225972326
2024-01-01 07:00:00,37.75765082167487,-122.4250228752924,17.74367053397714,10.0,2,325,39.87183783398173,11.898821503871396,54.631207086110905,7.249839988387262
2024-01-01 08:00:00,37.76477168879666,-122.41625752667404,39.88868502648607,61.65382107774147,4,330,76.06129960664884,26.205159170500135,71.42432396398145,4.375256971637365
2024-01-01 09:00:00,37.76581975924479,-122.43352303701334,44.06355206439838,30.577506963642428,1,324,39.667876294528746,19.901297130379614,70.94029019616951,8.862005896061568
2024-01-01 10:00:00,37.78955648768922,-122.42165776300486,5.886602034465387,38.12727622521658,4,310,23.210336893786604,9.131505584606888,38.52511626004102,1.409386921439566
2024-01-01 11:00:00,37.77557528204688,-122.43364748186212,18.559128321506787,66.5159329508438,4,380,49.403663666623444,17.970514503349456,64.65815369896406,0.9661241567221044
2024-01-01 12:00:00,37.76945617275475,-122.4182907741029,18.462864753190527,14.256728628315003,2,256,32.060553918017646,20.03360099826057,77.10740973462384,7.035430099447378
2024-01-01 13:00:00,37.76339006422578,-122.41564301981654,15.90145348336703,12.057636297740174,3,433,66.99170529075776,12.435339625384756,50.44735634715204,0.300751495946459
2024-01-01 14:00:00,37.768893613100815,-122.42231693749792,42.44212262897623,28.328013473079903,2,377,33.827750022364256,20.668151395067188,67.70359992002744,5.923064672601299
2024-01-01 15:00:00,37.768882933877705,-122.4008772181549,27.092607918407946,60.767577020386334,1,260,49.64987101623446,26.404628115043323,42.85080591308191,4.410935123012376
2024-01-01 16:00:00,37.77476502775262,-122.42997710928955,26.032277380340837,10.0,4,264,80.91620854328329,14.778154697252354,65.78485429855485,3.1979987951200037
2024-01-01 17:00:00,37.78312544912104,-122.4316084364997,5.0,10.0,2,460,71.97057244428272,20.14219347934972,61.96907041994487,4.146665583062257
